,1,Jeannie Krause,0
812,2207,Willie Nichols,10
575,1143,Martin Sharp,9
575,1758,Elvira Mclean,9
1758,3628,Roderick Compton,10
1143,1216,Daryl Larsen,10
1143,2613,Marlon Sawyer,10
297,1426,Chase Fernandez,7
1426,1505,Jerry Long,8
1426,3490,Dorothy Flores,8
196,2065,Elvira Mclean,7
196,3721,Jason Sims,7
196,4531,Corey Howell,7
3721,4604,Rocco Parrish,8
10,52,Paula Wheeler,2
52,726,Tracy Alvarez,3
52,741,Ina Savage,3
52,3107,Alonzo Parrish,3
52,4168,Mona Bender,3
741,962,Christina Ellis,4
741,1202,Samantha Richardson,4
741,1472,Morgan Hansen,4
741,4073,Cathy Hobbs,4
1472,1801,Monica Stanley,5
1472,4335,Emmett Barber,5
1801,2311,Paul Allen,6
2311,2884,Colin Bowers,7
962,1006,Jason Sims,5
962,1830,Elena Lyons,5
962,3259,Reba Tyler,5
962,3579,Nora Andersen,5
962,4036,Effie Hale,5
1830,2915,Ronald Carter,6
1830,3406,Clifford Doyle,6
1006,1129,Inez Rollins,6
1006,1766,Garry Huff,6
1006,2972,Lanny Rubio,6
2972,3234,Eddie Barber,7
2972,4075,Jenny Hardin,7
1766,3559,Jane Ryan,7
1766,3578,Gustavo Pitts,7
3559,3655,Dewayne Trevino,8
1129,1290,Kathy Cole,7
1129,4067,Angelo Nolan,7
1129,4619,Andre Hampton,7
4619,4731,Lyman Ware,8
1290,1770,Marsha Fleming,8
9,21,Jose Sullivan,2
9,93,Esperanza Middleton,2
9,282,Thomas Anderson,2
9,351,Cecelia Becker,2
9,2351,Rashad Villarreal,2
351,422,Morgan Hansen,3
351,446,Ronald Carter,3
351,647,Paula Wheeler,3
351,842,Dana Garza,3
351,1756,Elizabeth Martinez,3
351,1834,Nola Rosales,3
351,2067,Willard Vinson,3
351,4372,Rolando Herman,3
1834,2699,Dallas Frederick,4
1834,4618,Daniel Lee,4
2699,3311,Devin Burton,5
3311,4172,Amy Morris,6
1756,2124,Selma Pena,4
842,2685,Leila Roth,4
842,3801,Patrick Price,4
842,4455,Noah Hart,4
4455,4748,Helen Cox,5
3801,3854,Benjamin Ward,5
3801,4179,Morgan Hansen,5
647,766,Madonna Wiggins,4
647,1826,Eunice Conley,4
766,1479,Morris Koch,5
1479,4516,Scott Howard,6
446,482,Mae Donovan,4
446,1420,Olivia Ross,4
446,2050,Monte Strong,4
446,3884,Henry Perry,4
446,3981,Rene Ware,4
2050,2945,Neil Gallagher,5
1420,1905,Ian Morrison,5
482,1914,Shelia Horn,5
482,2220,Denise Lawrence,5
482,2782,Omar Booth,5
482,3972,Mitchell Santiago,5
482,4526,Harold Reynolds,5
1914,2118,Willie Nichols,6
1914,2154,Kathy Cole,6
1914,2349,Christine Wood,6
1914,3738,Donald Lewis,6
1914,3841,Robert Johnson,6
2349,3061,Vernon Hood,7
2118,2126,Nicholas Morales,7
2126,2567,Nora Andersen,8
2126,2916,Colleen Russell,8
2126,3067,Fabian Joseph,8
2126,3185,Samantha Richardson,8
422,611,James Smith,4
422,941,Eric Cook,4
422,1740,Nelson Huff,4
422,3073,Cesar Parrish,4
422,3429,Elijah Andrews,4
1740,2045,Shelby Novak,5
1740,2240,Celia Franco,5
2240,4396,Gregory Chavez,6
2045,2062,Iva Wolf,6
941,1278,Micheal Mcgee,5
941,1325,Linda Jones,5
1278,2212,Marlon Sawyer,6
1278,4150,Kurt Fischer,6
2212,2318,Dorian Serrano,7
611,2795,Moshe Stein,5
611,4528,Rashad Villarreal,5
2795,3823,Ollie Barton,6
282,1190,Lenora Gillespie,3
93,146,Shelby Horn,3
93,239,Devin Burton,3
93,577,Myron Sexton,3
93,595,Lloyd Decker,3
93,1388,Julia Ruiz,3
1388,4062,Ricardo Tapia,4
595,1313,Agnes Farrell,4
595,3781,Robert Williamson,4
1313,2021,Bobby Cervantes,5
577,972,Grace Fox,4
577,1558,Christine Wood,4
577,4972,Shelby Horn,4
972,1678,Lonnie Lindsey,5
239,483,Jane Ryan,4
239,492,Reid Velasquez,4
239,887,Mariah Jimenez,4
239,934,Miriam Berg,4
239,2690,Dixie Potter,4
934,2886,Maureen Fields,5
887,3607,Sondra Bean,5
492,2793,Amanda Baker,5
483,1138,Pamela Bailey,5
483,1226,Nola Rosales,5
483,2597,Ralph Olson,5
2597,2755,Donald Lewis,6
2597,3147,Megan Simmons,6
1226,1981,Bennie Duffy,6
1981,2083,Lloyd Decker,7
1981,2093,Richard Hernandez,7
2093,3591,Leila Roth,8
2083,2951,Lenora Gillespie,8
1138,1538,Maria Garcia,6
1138,1551,Nathaniel Mckinney,6
1138,1670,Emma Kelly,6
1138,1823,Sara Griffin,6
1138,2056,Doris Orr,6
2056,3870,Laura Parker,7
1823,4494,Michael Brown,7
1823,4801,Cecilia Brock,7
1551,1641,Roosevelt Sawyer,7
1551,2071,Cathleen Rosario,7
1641,4424,Keith Ferguson,8
146,245,Marcia Jennings,4
146,502,Abraham Pitts,4
146,584,Randal Kaufman,4
146,1386,Rene Booker,4
146,1498,Jane Ryan,4
146,2334,Tracey Johnston,4
2334,4099,George Hall,5
1498,2841,Elva Roach,5
1498,4043,Esperanza Middleton,5
1498,4258,Patsy Glover,5
4043,4325,Anna Ortiz,6
4043,4471,Joe Kim,6
4471,4790,Rex Baird,7
4325,4421,Guillermo Gates,7
584,631,Joshua Torres,5
584,792,Judith Bryant,5
584,1934,Timothy Gomez,5
792,1254,Brian Nelson,6
792,1389,Sandra Ramirez,6
1254,2199,Hector Lambert,7
1254,2566,Theresa Austin,7
1254,2853,Marcia Jennings,7
2199,2544,Robyn Roach,8
631,814,Noah Hart,6
631,2898,Lillian Berry,6
631,3394,Dorian Serrano,6
245,313,Connor Ortiz,5
245,673,Victoria Willis,5
245,685,Noreen Yates,5
245,1120,Tommy Oneal,5
245,1708,Zachary Romero,5
245,1733,Mona Bender,5
1733,4764,Lonnie Lindsey,6
1708,2224,Cecelia Becker,6
1708,4915,Sergio Mcgee,6
1120,1688,Imogene Conley,6
1120,2002,Socorro Bean,6
2002,2017,Ann Marshall,7
1688,4683,Omar Barton,7
685,4563,Leonard Wade,6
313,323,Thomas Anderson,6
313,1245,Dolly Lambert,6
313,2247,Ashley Robinson,6
1245,4886,Minnie Cisneros,7
323,410,Amber Chavez,7
410,554,Selma Pena,8
410,3815,Forrest Brandt,8
554,848,Rudy Sutton,9
554,1065,Theresa Gardner,9
554,1170,Madeline Mays,9
554,1779,Lucille Calderon,9
554,2570,Evan Chapman,9
554,3418,Agnes Farrell,9
554,4307,Joan Barnes,9
1779,4270,Alma Hutchinson,10
1065,1517,Jesse Knight,10
1065,1586,Thaddeus Conway,10
1065,3509,Betty White,10
1065,4248,Lula Charles,10
848,1932,Inez Rollins,10
848,2721,Gregory Chavez,10
21,22,Alberta York,3
21,34,Doris Orr,3
21,128,Doreen Orr,3
21,1322,Wilbur Serrano,3
21,2004,Angela Murphy,3
21,2497,Pedro Espinoza,3
2497,2640,Lucile Sheppard,4
2497,4751,Dino Decker,4
2640,3743,Lourdes Shepard,5
2640,3983,Megan Simmons,5
2640,4673,Pamela Bailey,5
1322,2143,Ricardo Tapia,4
1322,4598,Bennie Duffy,4
128,197,Verna Krause,4
128,2897,Mildred Snyder,4
128,3537,Grant Sutton,4
197,464,Mae Donovan,5
197,1026,Lorenzo Munoz,5
197,1831,Lonnie Lindsey,5
1831,2619,Zachary Romero,6
2619,3732,Lynnette Donaldson,7
3732,3843,Janet Sanders,8
1026,1915,Dante Wilcox,6
464,671,Cora Mcmahon,6
464,1034,Grace Fox,6
464,1124,Rose Lane,6
464,2250,Guadalupe Stanley,6
1124,1288,Adam Coleman,7
1124,3077,Adam Coleman,7
1288,1978,Gavin Peters,8
1034,1582,Ann Marshall,7
1582,3806,Shelby Horn,8
1582,3998,Miriam Berg,8
3998,4503,Sharon Turner,9
671,874,Jennie Salinas,7
671,1612,Neva Bradford,7
1612,2647,Rashad Villarreal,8
1612,2758,Dixie Potter,8
874,2920,Janelle Castaneda,8
2920,4055,Candy Wolf,9
2920,4558,Pat Moran,9
34,218,Salvatore Odonnell,4
34,2267,Sadie Leach,4
34,3287,Marcella English,4
34,3885,Jason Evans,4
218,467,Susan Lopez,5
218,578,Rocco Brennan,5
218,1125,Marcus Kirk,5
218,4599,Donovan Morse,5
1125,3133,Mark Clark,6
3133,3350,Sergio Mcgee,7
3133,3507,Peggy Barrett,7
3350,4406,Leonard Wade,8
3350,4970,Mario Strong,8
467,1985,Lela Montoya,6
1985,2215,Leila Roth,7
1985,2422,Forrest Brandt,7
1985,3316,Mildred Snyder,7
1985,4504,Cyrus Fuentes,7
2215,4610,Mario Strong,8
22,98,Rosalind Pena,4
22,99,Loren Solis,4
22,137,Lucy Nash,4
22,234,Anna Ortiz,4
22,475,Rory Sawyer,4
22,805,Antonia Brennan,4
22,4382,Eula Lindsey,4
805,927,Raul Morse,5
805,1367,Leticia Klein,5
805,1653,Byron Madden,5
1653,1780,Dewey Villarreal,6
1653,2006,Reid Velasquez,6
1653,2104,Rufus Sutton,6
2006,2420,Jesse Knight,7
2006,4800,Marcus Kirk,7
4800,4900,Elias Klein,8
1780,1848,Angelo Pacheco,7
1780,1884,Kristine Ashley,7
1780,2260,Samuel Watson,7
1780,2788,Naomi Middleton,7
2260,3355,Essie Orr,8
1884,2316,Cynthia Edwards,8
1884,2673,Johnnie Valencia,8
2673,3189,Mario Strong,9
3189,4939,Carroll Bullock,10
2316,2768,Erich Floyd,9
2316,3075,Dorian Serrano,9
1848,1951,Lynette Donaldson,8
1367,1537,Harriet Guthrie,6
1367,1856,Pamela Bailey,6
1367,4310,Victoria Willis,6
1856,1859,Clara Maldonado,7
1856,4492,Bennie Duffy,7
4492,4602,Lenora Gillespie,8
1859,3204,Yolanda Roth,8
1537,1788,Rocco Brennan,7
1537,2825,Raymond Ruiz,7
927,1772,Mae Donovan,6
927,1928,Pedro Espinoza,6
1772,2904,Stephen Morgan,7
1772,3645,Dallas Frederick,7
2904,4120,Colin Bowers,8
475,764,Elvira Mclean,5
764,3839,Velma Brennan,6
764,4985,Stephanie Roberts,6
137,266,Lillian Berry,5
137,4229,Elizabeth Martinez,5
266,550,Mandy Ware,6
266,1425,Lisa Perez,6
266,1445,Devin Burton,6
266,3745,Wilbur Serrano,6
266,4113,Juan Matthews,6
4113,4249,Dorian Serrano,7
1445,2784,Ryan Cruz,7
2784,3727,Mae Donovan,8
1425,2340,Morgan Hansen,7
1425,2757,Dante Herman,7
2340,2468,Susan Lopez,8
550,895,Jerry Long,7
550,1544,Lourdes Shepard,7
1544,2432,Connie Gross,8
2432,3526,Jerry Long,9
3526,4425,Nola Rosales,10
895,1825,Dick Decker,8
895,3928,Leigh Leach,8
99,139,Lyle Ware,5
99,155,Jennie Salinas,5
99,186,Noreen Yates,5
99,198,Etta Rosales,5
99,285,Walter Patterson,5
99,472,Nathaniel Mckinney,5
99,2569,Imogene Conley,5
472,1889,Roger Gibson,6
285,1043,Mitchell Santiago,6
285,1103,Ross Stein,6
285,3506,Paula Wheeler,6
285,3521,Karen Moore,6
1103,3289,Solomon Wilkins,7
1103,3342,Nicole Ramos,7
3342,4048,Rusty Berg,8
1043,1102,Claudia Kinney,7
1043,2023,Rex Booker,7
1043,2871,Steven Walker,7
2871,3036,Dorian Serrano,8
3036,4015,Dorian Serrano,9
2023,2674,Teresa Alexander,8
1102,3309,Garrett Huff,8
1102,3345,Micheal Mcgee,8
1102,3711,Amber Chavez,8
3711,4072,Jesus Alexander,9
198,238,Estelle Hays,6
198,243,Lorene Vaughan,6
198,1133,Donovan Morse,6
198,3612,Connor Ortiz,6
3612,4367,Lena Aguilar,7
1133,4361,Beverly Weaver,7
238,283,Hilda Blake,7
238,490,Marcella English,7
238,632,Joesph Mckinney,7
238,1119,Colleen Richards,7
238,2745,Diana Watkins,7
238,2869,Javier Solis,7
1119,2708,Leola Olsen,8
2708,3680,Omar Booth,9
2708,4957,Jean McDonald,9
3680,4212,Nadine Grimes,10
632,636,Clayton Hess,8
632,2058,Ronald Carter,8
2058,2131,Vernon Hood,9
636,878,Claudia Kinney,9
636,989,Sterling Glass,9
636,2864,Clark Doyle,9
636,4551,Jackie Higgins,9
989,2929,Elijah Andrews,10
989,3138,Helen Cox,10
878,2725,Effie Hale,10
878,3274,Theresa Austin,10
490,825,Frances Mills,8
490,1005,Shawn Tate,8
490,1007,Sean Harrison,8
1007,1339,Edward Campbell,9
1007,3010,Mariah Jimenez,9
1007,3716,Gabriel Spencer,9
1339,1451,Dewayne Solis,10
1005,1730,Wallace Roy,9
1005,2036,Leila Roth,9
1005,2558,Dick Decker,9
283,929,Erich Floyd,8
283,2561,Donovan Morse,8
929,1172,Jana Castaneda,9
1172,2087,Clint Duran,10
1172,3412,Jerald Strong,10
186,231,Grant Sutton,6
186,242,Vernon Hood,6
186,318,Jeri Charles,6
186,1197,Teri Valencia,6
186,2261,Rolando Hammond,6
318,1357,Dante Herman,7
318,1695,Sharon Turner,7
1695,1773,Elva Roach,8
1695,3165,Zachary Romero,8
1773,4679,Henry Perry,9
242,3292,Nicholas Morales,7
231,261,Daren Booth,7
231,1747,Marlon Sawyer,7
231,3152,Colin Bowers,7
1747,3068,Ricardo Buck,8
1747,4029,Claudia Kinney,8
261,359,Noreen Yates,8
261,380,Raul Morse,8
261,634,Minnie Cisneros,8
261,939,Noah Hart,8
261,4028,Ricardo Buck,8
939,1131,Myra Horne,9
634,789,Amy Morris,9
634,2341,Esperanza Middleton,9
634,3995,Jodie Wiggins,9
2341,2959,Raul Morse,10
789,3000,Forrest Brandt,10
380,712,Lucile Sheppard,9
380,1616,Lorene Vaughan,9
1616,2159,Sean Harrison,10
1616,2265,Teri Valencia,10
1616,3126,Ann Marshall,10
712,1139,Nellie Norton,10
712,1580,Benjamin Ward,10
359,1223,Raul Morse,9
359,1546,Minnie Cisneros,9
359,1837,Myra Horne,9
359,4221,Lula Charles,9
359,4397,Genevieve Horn,9
359,4519,Shawn Tate,9
1837,2162,Clifton Blackburn,10
1223,2583,Kendrick Glass,10
155,209,Tammy Franklin,6
155,933,Rolland Buck,6
139,278,Rafael Schneider,6
139,2290,Dewayne Solis,6
2290,2534,Rolando Hammond,7
278,357,Merle Hahn,7
278,452,Olga Mora,7
278,983,Grant Sutton,7
983,1061,Kurt Fischer,8
983,2019,Hannah Graham,8
1061,2608,Lana Middleton,9
1061,3414,Deon Madden,9
2608,3219,Monica Stanley,10
452,1142,Muriel Glover,8
452,4536,Peter Vasquez,8
1142,1555,Linda Jones,9
1142,2844,Cora Mcmahon,9
1142,3618,Madelyn Wiggins,9
1555,1680,Brian Nelson,10
1555,1954,Jackie Higgins,10
1555,3556,Clifford Doyle,10
357,732,Estelle Hays,8
357,3737,Cesar Parrish,8
732,1931,Logan Stephens,9
1931,3491,Manuel Klein,10
98,193,Marsha Fleming,5
98,230,Eunice Conley,5
98,628,Kurt Fischer,5
98,1123,Robin Winters,5
1123,1412,Darius Bullock,6
1412,3248,Jeremy Harrison,7
3248,3762,Jill McCoy,8
3762,4560,Kerry Donovan,9
3762,4979,Gretchen Barrera,9
628,630,Clayton Hess,6
628,1236,Rolando Hammond,6
628,2331,Dolores Pena,6
2331,3003,Dylan Bradley,7
1236,3796,Clifford Doyle,7
630,788,Dwayne Conway,7
788,1427,Imogene Conley,8
788,1841,Patsy Glover,8
788,3114,Minnie Cisneros,8
1427,1527,Maria Garcia,9
230,779,Eula Lindsey,6
779,2421,Anthony Harris,7
779,4142,Cedric Hood,7
2421,3573,Jane Ryan,8
2421,4413,Noah Hart,8
193,263,Julie Bell,6
193,418,Dante Wilcox,6
193,471,Bennie Duffy,6
193,556,Cecilia Brock,6
193,3079,Jesus Alexander,6
193,3538,Earnest Barber,6
3079,3266,Nathaniel Mckinney,7
3266,3354,Jason Sims,8
3266,4136,Jeremy Harrison,8
556,627,Lucy Nash,7
556,1350,Rolland Buck,7
1350,2527,Estelle Hays,8
1350,2694,Patrick Price,8
1350,3520,Jarrod Schneider,8
1350,3741,Aaron Powell,8
1350,3962,Inez Rollins,8
2527,3045,Jesus Alexander,9
3045,3393,Juan Matthews,10
627,691,Gloria Jordan,8
627,1576,Morgan Hansen,8
1576,1811,Darrin Kirk,9
1576,3951,Rory Sawyer,9
691,1213,Gwendolyn Valdez,9
691,3101,Julie Bell,9
1213,1539,Miles Wong,10
1213,2114,Sadie Leach,10
418,564,Gwendolyn Valdez,7
418,619,Brian Nelson,7
418,772,Lorna Downs,7
418,1624,Nettie Buckner,7
418,2750,Jennie Salinas,7
2750,2934,Max Castro,8
2750,4060,Frances Mills,8
4060,4616,Marshall Barton,9
2934,3307,Billie Wiggins,9
3307,3319,Sean Harrison,10
1624,2223,Claudia Kinney,8
772,3033,Lucile Sheppard,8
619,1725,Lena Aguilar,8
619,2717,Julius Wilkins,8
564,1137,Blake Harvey,8
263,273,Lillian Berry,7
263,2170,Omar Booth,7
263,2812,Billy Hawkins,7
273,337,Noah Hart,8
337,1600,Ronald Carter,9
337,2132,Tami Mclean,9
337,3118,Scott Howard,9
337,3348,Della Mercer,9
3348,3793,Madonna Wiggins,10
8,190,Dwayne Conway,2
8,200,Andre Hampton,2
8,640,Brady Conway,2
8,1214,Gwendolyn Valdez,2
8,2049,Rufus Sutton,2
8,3723,Juan Matthews,2
2049,2609,Jason Evans,3
2609,3803,Michelle Nguyen,4
1214,4378,Denise Grant,3
640,689,Cyrus Fuentes,3
640,751,Joseph Gonzalez,3
640,869,Peggy Barrett,3
640,2225,Brandon Kim,3
640,3411,Lonnie Lindsey,3
2225,4958,Neva Bradford,4
751,1072,Robert Williamson,4
751,1917,Cyrus Fuentes,4
1917,2645,Ollie Barton,5
1917,2954,Cody Parsons,5
2954,3180,Kyle Hamilton,6
2645,3471,Darin Pena,6
2645,4273,Gregory Chavez,6
200,708,Rocco Parrish,3
200,974,Nola Rosales,3
200,1986,Logan Stephens,3
200,2888,Teresa Alexander,3
1986,4448,Daryl Larsen,4
708,3717,Olga Mora,4
708,4884,Anna Ortiz,4
3717,4700,Opal Gould,5
190,350,Rudy Black,3
190,543,Denise Grant,3
190,667,Micheal Mcgee,3
190,1153,Giovanni Koch,3
190,1706,Dolores Pena,3
190,2451,Mario Strong,3
2451,2665,Bruce Perkins,4
2451,3385,Jarrod Schneider,4
3385,4538,Noel Parrish,5
1153,1457,Christian Carpenter,4
667,899,Joan Barnes,4
667,1609,Nathan Gonzales,4
1609,1840,Lena Aguilar,5
1840,2482,Laura Parker,6
899,3965,Jessica Wilson,5
899,4021,Samuel Watson,5
3965,4083,Angelo Pacheco,6
543,852,Maria Garcia,4
852,1494,Rex Booker,5
852,1798,Loren Solis,5
1494,4645,Leo Velasquez,6
350,569,Patricia Davis,4
350,1221,Lynne Hale,4
350,3308,Blake Harvey,4
350,3587,Doris Ruiz,4
3308,4296,Evan Chapman,5
1221,1939,Lionel Bass,5
1221,2405,Leila Roth,5
1939,2345,Irene Glover,6
1939,3367,Dana Garza,6
3367,3846,Kurt Fischer,7
3846,4881,Clark Doyle,8
2345,3769,Elsa Novak,7
569,4242,Debra Bennett,5
7,32,Raymond Ruiz,2
7,62,Willie Nichols,2
7,131,Ernestine Gillespie,2
7,2967,Johnnie Hobbs,2
2967,3848,Rashad Villarreal,3
131,423,Alice Murray,3
131,512,Bret Hays,3
131,723,Jayden Williamson,3
131,1588,Irene Glover,3
131,1737,William Miller,3
1737,2406,Rafael Schneider,4
1737,3996,Nathan Gonzales,4
2406,3439,Madelyn Wiggins,5
1588,1643,Janelle Castaneda,4
1588,4140,Juanita Krueger,4
1643,2221,Becky Ericksen,5
512,2314,Rosie Hobbs,4
2314,4031,Corinne Tyler,5
2314,4375,Faith Bender,5
423,655,Helen Cox,4
423,1372,Lyle Ware,4
423,2521,Lionel Bass,4
423,3352,Abraham Pitts,4
2521,3205,Carroll Bullock,5
62,64,Nicholas Morales,3
62,3134,Anna Sherman,3
64,124,Angelo Nolan,4
64,3523,Thaddeus Conway,4
124,140,Lillie Castaneda,5
124,1163,Rashad Villarreal,5
124,2218,Carmen Ware,5
1163,3493,Kerry Donovan,6
1163,3585,Hilda Blake,6
140,221,Jaime Booker,6
140,493,Hector Fuentes,6
140,3012,Dante Herman,6
493,587,Leona Olsen,7
493,1591,Lanny Rubio,7
1591,3487,Irma Farrell,8
3487,3765,Aida Lindsey,9
3765,4195,Nora Andersen,10
587,2611,Erich Floyd,8
587,3466,Thomas Anderson,8
2611,4007,Thaddeus Conway,9
221,1266,Cora Mcmahon,7
221,2356,Colleen Richards,7
2356,3952,Elsa Novak,8
1266,3541,Aurora Andersen,8
1266,3949,Gustavo Pitts,8
1266,4079,Kayla Cunningham,8
3949,4216,Doreen Orr,9
32,44,Jeffrey Diaz,3
32,107,Gabriel Spencer,3
32,251,Rodolfo Gallagher,3
32,287,Maria Garcia,3
32,757,Terry Ford,3
757,1207,Christina Ellis,4
757,1691,James Smith,4
757,1729,Hector Lambert,4
757,1828,Ricardo Buck,4
757,4716,Lenore Gillespie,4
1828,2442,Deborah Mitchell,5
1828,4328,Christine Wood,5
1691,2013,Emmett Barber,5
287,1013,Merle Hahn,4
287,1241,Steven Walker,4
287,4008,Noah Hart,4
4008,4901,Giovanni Koch,5
1241,2542,Della Mercer,5
2542,3472,Effie Hale,6
1013,4671,Mildred Snyder,5
251,507,Bobbie Mccarty,4
251,544,Hannah Graham,4
251,635,Lottie Duffy,4
251,904,Julius Wilkins,4
904,2866,Lorene Vaughan,5
2866,4612,Omar Barton,6
635,1049,Donovan Morse,5
544,1316,Aida Lindsey,5
544,2229,Jason Evans,5
2229,4615,Cyrus Fuentes,6
1316,1820,Rachel Mendoza,6
1316,3025,Jaime Booker,6
3025,4341,Nelson Huff,7
1820,3891,Samantha Richardson,7
507,843,Edwin Donaldson,5
507,1672,Keith Ferguson,5
507,2535,Joesph Mckinney,5
107,141,Dixie Potter,4
107,183,Shelley Ericksen,4
107,299,Betty White,4
107,676,Cody Parsons,4
107,868,Jewel Rivas,4
107,1567,Jose Sullivan,4
107,3911,Nora Andersen,4
3911,4866,Javier Solis,5
868,2152,Bobby Cervantes,5
676,882,Darlene Soto,5
676,977,Kayla Cunningham,5
676,1868,Patricia Davis,5
676,2105,Byron Madden,5
676,2403,Harold Reynolds,5
676,2477,Donna Scott,5
676,3137,Hector Lambert,5
3137,3611,Garrett Huff,6
2403,4363,Tracey Johnston,6
977,1262,Moshe Stein,6
977,3446,Lula Charles,6
977,3584,Ricardo Tapia,6
977,3992,Toby Kirk,6
3446,3684,Luther Heath,7
3446,4435,Inez Rollins,7
3446,4771,Lenore Gillespie,7
882,1272,Manuel Klein,6
882,1803,Kimberly Young,6
299,330,Pamela Bailey,5
299,354,Noreen Yates,5
299,458,Rene Booker,5
299,1244,Cynthia Edwards,5
299,2242,Dolores Pena,5
2242,2514,Olivia Ross,6
1244,3097,Reid Velasquez,6
3097,3305,Dave Quinn,7
3305,3887,Irene Glover,8
458,644,Christopher Jackson,6
458,714,Diana Watkins,6
458,763,Toby Kirk,6
458,3273,Salvatore Odonnell,6
3273,3365,Myrtle Yates,7
3365,4234,Virginia Russell,8
714,754,Gilbert Doyle,7
714,778,Clement Hood,7
714,1086,Kirk Hurst,7
714,1148,Elma Salinas,7
1148,1180,Stella Delgado,8
1148,2094,Rosie Hobbs,8
2094,2828,Shawn Tate,9
1180,3089,Neil Gallagher,9
1180,3282,Clifford Doyle,9
1086,1503,Billy Hawkins,8
1086,1560,Anthony Harris,8
1086,2155,Robyn Roach,8
1086,3927,Douglas Henderson,8
1086,4255,Esperanza Middleton,8
1086,4473,Lynne Hobbs,8
2155,3758,Elva Roach,9
3758,4105,Rusty Berg,10
1503,3950,Reba Tyler,9
754,3603,Keith Ferguson,8
754,3997,Raymond Ruiz,8
644,1301,Carolyn Alvarez,7
644,1304,Lucia Mclean,7
644,2976,Elvira Mclean,7
2976,3539,Bradford Mcclure,8
2976,4912,Shawn Tate,8
3539,4908,Earnest Barber,9
1304,4019,Lyle Ware,8
354,1016,Jeremy Harrison,6
354,4272,Marie Watkins,6
354,4687,Clark Doyle,6
354,4736,Robin Winters,6
4736,4848,Leo Velasquez,7
4687,4946,Tracy Alvarez,7
1016,3664,Samantha Richardson,7
1016,4123,Jesus Alexander,7
330,461,Jayden Williamson,6
330,850,Sherman Bass,6
850,1041,Jimmie Hooper,7
1041,1449,Fannie Hutchinson,8
1041,4458,Jenny Hardin,8
1449,3144,Betty White,9
3144,4349,Nicholas Morales,10
461,661,Margaret Sanchez,7
661,3070,Evelyn Fisher,8
661,4379,Iris Farrell,8
3070,4006,Joyce Butler,9
183,725,Melinda Bradford,5
183,844,Sarah Thomas,5
183,2145,Charles Taylor,5
183,4724,Theresa Austin,5
2145,4300,Rosie Mora,6
2145,4420,Inez Conley,6
2145,4543,Lourdes Shepard,6
4420,4712,Nora Andersen,7
844,2193,Kurt Fischer,6
2193,3968,Marcella English,7
725,4488,Linda Jones,6
141,180,Lynnette Donaldson,5
141,294,Kurtis Tate,5
141,2681,Lamar Rubio,5
294,759,Esperanza Middleton,6
294,1048,Carol Adams,6
294,1391,Kathleen Reyes,6
1391,1805,Donnie Sharp,7
1391,2330,Lionel Bass,7
1391,4108,Michelle Nguyen,7
2330,2606,Willie Nichols,8
2330,2620,Juan Elliott,8
2606,3470,Marci Franco,9
1048,2663,Lana Middleton,7
759,1380,Dorothy Flores,7
759,1765,Leona Olsen,7
759,3217,Patricia Davis,7
3217,4320,Ollie Paul,8
1380,3258,Jenny Hardin,8
1380,4158,Pat Moran,8
180,264,Candy Wolf,6
180,1506,Juan Elliott,6
180,3583,Janet Sanders,6
1506,1792,Dante Wilcox,7
1506,3153,Luis Gutierrez,7
1792,4061,Carroll Bullock,8
264,369,Beatrice Olsen,7
264,807,Elena Lyons,7
264,2417,Charles Taylor,7
264,3864,Ross Stein,7
2417,3373,Frank James,8
807,876,Helen Cox,8
807,1508,Christina Ellis,8
807,2195,Effie Hale,8
2195,3201,Hector Fuentes,9
2195,4305,Wilbur Serrano,9
3201,3277,Helen Cox,10
876,1096,Joan Barnes,9
876,4600,Harriet Guthrie,9
369,791,Billy Hawkins,8
791,1260,Shelia Horn,9
1260,2074,Alex Banks,10
1260,2378,Lucy Nash,10
44,203,Rufus Sutton,4
44,247,Debra Bennett,4
44,435,Terrence Brennan,4
44,581,Dorian Serrano,4
44,920,Marshall Barton,4
44,1763,Myrtle Yates,4
44,3017,Hector Lambert,4
3017,4302,Darius Nicholson,5
1763,3279,Virginia Russell,5
1763,4689,Angelo Pacheco,5
920,1078,Darnell Merritt,5
920,3029,Eric Cook,5
920,3958,Rosie Hobbs,5
3958,4852,Frances Mills,6
1078,1368,Alexander Gray,6
1368,1929,Vernon Hood,7
1368,2437,Dianne Potter,7
1368,3021,Ollie Paul,7
1368,4336,Angela Murphy,7
4336,4714,Larry Peterson,8
581,1343,Morris Koch,5
581,3434,Pamela Bailey,5
435,503,Donovan Morse,5
435,1092,Ian Morrison,5
435,4035,Inez Conley,5
4035,4133,Christopher Jackson,6
1092,1329,Nannie Roth,6
1092,1348,Stephanie Roberts,6
1092,1617,Cecilia Brock,6
1092,2338,Omar Barton,6
1092,2461,Clara Maldonado,6
2461,4327,Kathy Cole,7
2338,2838,Bonnie Hale,7
2338,3973,Nadine Grimes,7
2338,4718,Lucy Nash,7
3973,4238,Rosie Mora,8
1617,2213,Raul Morse,7
2213,3829,Francis Brennan,8
1348,1893,Elijah Andrews,7
1329,1398,Neva Bradford,7
1329,2837,Theresa Gardner,7
2837,4098,Ramon Velez,8
503,657,Gloria Jordan,6
503,889,Clara Maldonado,6
503,2734,Daryl Larsen,6
503,3893,Doreen Orr,6
